Dataset,Strategy,Budget,Hamming Loss,Exact Match,F1-score,Execution Time (s),Memory Usage (MB),Queried Instances,Queries per Second,Query Rate,Number of Drifts,Drift Points
scene,,0.3,0.1815034619188921,0.286053412462908,0.6062597787968708,118.85357761383057,0.0,505.0,4.248925527852474,0.2997032640949555,"[991, 1183]",2
scene,,0.3,0.1886251236399604,0.286646884272997,0.6142788418307706,128.55259919166565,0.00390625,505.0,3.9283530879610575,0.2997032640949555,[1183],1
scene,,0.3,0.1718100890207715,0.3252225519287834,0.636594880556305,121.05835890769958,56.04296875,505.0,4.171541763464967,0.2997032640949555,"[383, 959, 991, 1599]",4
scene,,0.3,0.172700296735905,0.3234421364985163,0.6543690615352337,150.2389280796051,158.45703125,505.0,3.361312586924358,0.2997032640949555,"[1567, 1599]",2
scene,PoolRandom,0.3,0.1832443125618199,0.2929376854599407,0.6237746434244951,118.2053235054016,67.81328125,505.0,4.291152011209694,0.2997032640949555,1.2,[]
scene,PoolUncertainty,0.3,0.1865479723046489,0.2688427299703264,0.6077293708599346,149.51489901542664,199.0859375,505.0,3.377589814296,0.2997032640949555,"[1567, 1599]",2
scene,PoolQBC,0.3,0.1666666666666666,0.34540059347181,0.6532026496418188,430.276469707489,1541.14453125,505.0,1.17366399409038,0.2997032640949555,"[959, 991, 1599]",3
water-quality,,0.3,0.3286484405082787,0.0013477088948787,0.5900233505551431,13.662084817886353,0.0,222.0,16.249350151110054,0.2991913746630728,[],0
water-quality,,0.3,0.3277820562187138,0.0013477088948787,0.5965684389904646,14.416601419448853,0.0,222.0,15.398913623325177,0.2991913746630728,[],0
water-quality,,0.3,0.3259530227185213,0.0013477088948787,0.5904718700124634,15.523610591888428,0.0,222.0,14.3007967563939,0.2991913746630728,[],0
water-quality,,0.3,0.3232576049287639,0.0040431266846361,0.5966371932772556,16.32168960571289,0.0,222.0,13.601533012997375,0.2991913746630728,[],0
water-quality,PoolRandom,0.3,0.3208894878706199,0.0029649595687331,0.5962364445515912,13.677342510223388,0.00546875,222.0,16.241868652457818,0.2991913746630728,0.0,[]
water-quality,PoolUncertainty,0.3,0.3159414709279938,0.0026954177897574,0.6034174848733977,14.206748962402344,0.0,222.0,15.626375927913918,0.2991913746630728,[],0
water-quality,PoolQBC,0.3,0.3200808625336926,0.0053908355795148,0.6068434143529549,59.6957573890686,0.19921875,222.0,3.718857247310046,0.2991913746630728,[],0
yeast,,0.3,0.208628841607565,0.0851063829787234,0.7109556626248101,112.65665364265442,0.15234375,507.0,4.500399964019862,0.299645390070922,[],0
yeast,,0.3,0.2063492063492063,0.0981087470449172,0.714716791272893,139.74710941314697,0.0,507.0,3.627982017868507,0.299645390070922,[],0
yeast,,0.3,0.2073623775751434,0.0951536643026004,0.7113546552974545,128.31293416023254,810.70703125,507.0,3.951277424354405,0.299645390070922,[],0
yeast,,0.3,0.210064167510976,0.0874704491725768,0.7042230862517752,141.17575883865356,310.5546875,507.0,3.5912681055919684,0.299645390070922,[],0
yeast,PoolRandom,0.3,0.2085697399527186,0.0965721040189125,0.707643609154125,116.62478919029236,256.4,507.0,4.350551085225588,0.299645390070922,0.0,[]
yeast,PoolUncertainty,0.3,0.2074045930428909,0.101063829787234,0.7098988359044991,127.14319968223572,113.0234375,507.0,3.9876297062456056,0.299645390070922,[],0
yeast,PoolQBC,0.3,0.2058426207362377,0.109338061465721,0.712369949056424,428.6828193664551,3104.48828125,507.0,1.182692604171282,0.299645390070922,[],0
