Dataset,Strategy,Budget,Hamming Loss,Exact Match,F1-score,Execution Time (s),Memory Usage (MB),Queried Instances,Queries per Second,Query Rate,Drift Points,Number of Drifts
flags,PoolClusterHardness_alpha0.05_global_K5_30%,0.3,0.3161764705882352,0.08088235294117647,0.6607731729055258,1.7119231224060059,13.69921875,40,23.365535213860763,0.29411764705882354,[],0
flags,PoolClusterHardness_alpha0.05_per_label_K5_30%,0.3,0.3109243697478991,0.125,0.6639854426619133,1.739546775817871,2.03515625,40,22.99449520763445,0.29411764705882354,[],0
flags,PoolClusterHardness_alpha0.1_global_K5_30%,0.3,0.3161764705882352,0.08088235294117647,0.6607731729055258,1.6723990440368652,2.0390625,40,23.917736704421525,0.29411764705882354,[],0
flags,PoolClusterHardness_alpha0.1_per_label_K5_30%,0.3,0.3109243697478991,0.125,0.6639854426619133,1.6311860084533691,0.70703125,40,24.522034760417384,0.29411764705882354,[],0
flags,PoolClusterHardness_alpha0.3_global_K5_30%,0.3,0.3161764705882352,0.08088235294117647,0.6607731729055258,1.512127161026001,0.03515625,40,26.45280174245359,0.29411764705882354,[],0
flags,PoolClusterHardness_alpha0.3_per_label_K5_30%,0.3,0.3109243697478991,0.125,0.6639854426619133,1.551868200302124,0.015625,40,25.77538478603572,0.29411764705882354,[],0
flags,PoolClusterHardness_alpha0.5_global_K5_30%,0.3,0.3161764705882352,0.08088235294117647,0.6607731729055258,1.422325611114502,0.01953125,40,28.122955592887703,0.29411764705882354,[],0
flags,PoolClusterHardness_alpha0.5_per_label_K5_30%,0.3,0.3109243697478991,0.125,0.6639854426619133,1.6331748962402344,1.63671875,40,24.492171715402204,0.29411764705882354,[],0
flags,PoolClusterHardness_alpha0.7_global_K5_30%,0.3,0.30882352941176466,0.11029411764705882,0.6669892199303964,1.53609299659729,0.02734375,40,26.040090078274474,0.29411764705882354,[],0
flags,PoolClusterHardness_alpha0.7_per_label_K5_30%,0.3,0.3109243697478991,0.125,0.6639854426619133,1.5437517166137695,0.01171875,40,25.91090236177375,0.29411764705882354,[],0
flags,PoolClusterHardness_alpha0.9_global_K5_30%,0.3,0.30882352941176466,0.11029411764705882,0.6669892199303964,1.4850547313690186,0.0234375,40,26.935034214614728,0.29411764705882354,[],0
flags,PoolClusterHardness_alpha0.9_per_label_K5_30%,0.3,0.3109243697478991,0.125,0.6639854426619133,1.524838924407959,0,40,26.23227893761342,0.29411764705882354,[],0
emotions,PoolClusterHardness_alpha0.05_global_K7_30%,0.3,0.24158653846153846,0.17067307692307693,0.6497159958097458,10.691938161849976,0.66015625,116,10.84929581933993,0.27884615384615385,[],0
emotions,PoolClusterHardness_alpha0.05_per_label_K7_30%,0.3,0.24519230769230768,0.15865384615384615,0.6399805056055056,11.369856357574463,54.921875,116,10.202415611233485,0.27884615384615385,[],0
emotions,PoolClusterHardness_alpha0.1_global_K7_30%,0.3,0.24158653846153846,0.17067307692307693,0.6497159958097458,10.731472253799438,32.0234375,116,10.809327672531662,0.27884615384615385,[],0
emotions,PoolClusterHardness_alpha0.1_per_label_K7_30%,0.3,0.2411858974358974,0.16346153846153846,0.6456066502941502,10.655941724777222,28.05078125,116,10.885945418627479,0.27884615384615385,[],0
emotions,PoolClusterHardness_alpha0.3_global_K7_30%,0.3,0.2423878205128205,0.15865384615384615,0.6466542138417138,11.064523935317993,2.2421875,116,10.4839576178897,0.27884615384615385,[],0
emotions,PoolClusterHardness_alpha0.3_per_label_K7_30%,0.3,0.2443910256410256,0.15625,0.6392754814629815,13.439162969589233,0,116,8.631489941932413,0.27884615384615385,[],0
emotions,PoolClusterHardness_alpha0.5_global_K7_30%,0.3,0.23517628205128205,0.20673076923076922,0.6576710615773115,11.637794017791748,10.09375,116,9.967524757927517,0.27884615384615385,[],0
emotions,PoolClusterHardness_alpha0.5_per_label_K7_30%,0.3,0.24198717948717946,0.15625,0.648330488955489,11.60553526878357,0.11328125,116,9.99523049247159,0.27884615384615385,[],0
emotions,PoolClusterHardness_alpha0.7_global_K7_30%,0.3,0.24078525641025642,0.19471153846153846,0.6512742465867466,10.35328483581543,0.1796875,116,11.204173539079859,0.27884615384615385,[],0
emotions,PoolClusterHardness_alpha0.7_per_label_K7_30%,0.3,0.24078525641025642,0.18269230769230768,0.6533091908091908,10.764299154281616,0.01953125,116,10.77636345268793,0.27884615384615385,[],0
emotions,PoolClusterHardness_alpha0.9_global_K7_30%,0.3,0.23317307692307693,0.19230769230769232,0.6601193077755578,10.4280424118042,0.01953125,116,11.123851957937172,0.27884615384615385,[],0
emotions,PoolClusterHardness_alpha0.9_per_label_K7_30%,0.3,0.2411858974358974,0.18269230769230768,0.661758553946054,11.213880777359009,0.16015625,116,10.344322567991423,0.27884615384615385,[],0
scene,PoolClusterHardness_alpha0.05_global_K6_30%,0.3,0.18150346191889216,0.286053412462908,0.6062597787968708,123.16373825073242,156.04296875,505,4.100232805307831,0.2997032640949555,"[991, 1183]",2
scene,PoolClusterHardness_alpha0.05_per_label_K6_30%,0.3,0.17181008902077152,0.3252225519287834,0.636594880556305,125.9983651638031,171.19921875,505,4.007988511148371,0.2997032640949555,"[383, 959, 991, 1599]",4
scene,PoolClusterHardness_alpha0.1_global_K6_30%,0.3,0.18150346191889216,0.286053412462908,0.6062597787968708,122.44667863845825,94.72265625,505,4.124244165830635,0.2997032640949555,"[991, 1183]",2
scene,PoolClusterHardness_alpha0.1_per_label_K6_30%,0.3,0.1707220573689416,0.32344213649851633,0.6385608308605341,119.37881231307983,38.3203125,505,4.230231397139384,0.2997032640949555,"[383, 959, 991]",3
